pair_type,uid_a,uid_b,channel_a,channel_b,n_a,n_b,coincidence,ratio_over_chance,distance_um,contacts_apart,refractory_a,refractory_b,refractory_merged,merged_refractory_ok
unsorted-unsorted,C-021 / unsorted,C-005 / unsorted,C-021,C-005,9950,8327,0.0084,2.36,195.0,3,0.0,0.0,0.0076,False
unsorted-unsorted,C-004 / unsorted,C-012 / unsorted,C-004,C-012,6573,1217,0.0082,3.49,130.0,2,0.0,0.0,0.0021,True
unsorted-unsorted,C-003 / unsorted,C-023 / unsorted,C-003,C-023,1391,6584,0.0079,3.36,715.0,11,0.0,0.0,0.0024,True
unsorted-unsorted,C-025 / unsorted,C-023 / unsorted,C-025,C-023,7555,6584,0.0076,2.81,1690.0,26,0.0,0.0,0.0072,False
unsorted-unsorted,C-004 / unsorted,C-013 / unsorted,C-004,C-013,6573,1210,0.0074,3.16,520.0,8,0.0,0.0,0.0014,True
unsorted-unsorted,C-027 / unsorted,C-008 / unsorted,C-027,C-008,5137,4713,0.0074,4.04,1105.0,17,0.0,0.0,0.0028,True
unsorted-unsorted,C-004 / unsorted,C-017 / unsorted,C-004,C-017,6573,4860,0.0074,3.15,715.0,11,0.0,0.0,0.0055,False
unsorted-unsorted,C-017 / unsorted,C-023 / unsorted,C-017,C-023,4860,6584,0.0074,3.14,260.0,4,0.0,0.0,0.0055,False
unsorted-unsorted,C-020 / unsorted,C-012 / unsorted,C-020,C-012,9727,1217,0.0074,2.12,455.0,7,0.0,0.0,0.0021,True
unsorted-unsorted,C-021 / unsorted,C-023 / unsorted,C-021,C-023,9950,6584,0.0073,2.05,1560.0,24,0.0,0.0,0.0078,False
unsorted-unsorted,C-022 / unsorted,C-030 / unsorted,C-022,C-030,3737,1247,0.0072,5.4,1300.0,20,0.0,0.0,0.0024,True
unsorted-unsorted,C-005 / unsorted,C-023 / unsorted,C-005,C-023,8327,6584,0.0071,2.4,1365.0,21,0.0,0.0,0.0056,False
unsorted-unsorted,C-026 / unsorted,C-023 / unsorted,C-026,C-023,1405,6584,0.0071,3.02,1430.0,22,0.0,0.0,0.0018,True
unsorted-unsorted,C-005 / unsorted,C-031 / unsorted,C-005,C-031,8327,1408,0.0071,2.38,1235.0,19,0.0,0.0,0.003,True
unsorted-unsorted,C-004 / unsorted,C-031 / unsorted,C-004,C-031,6573,1408,0.0071,3.02,845.0,13,0.0,0.0,0.0044,True
unsorted-unsorted,C-002 / unsorted,C-031 / unsorted,C-002,C-031,20808,1408,0.0071,0.95,195.0,3,0.0,0.0,0.0016,True
unsorted-unsorted,C-004 / unsorted,C-028 / unsorted,C-004,C-028,6573,2850,0.007,2.98,195.0,3,0.0,0.0,0.0037,True
unsorted-unsorted,C-017 / unsorted,C-000 / unsorted,C-017,C-000,4860,3170,0.0069,3.99,195.0,3,0.0,0.0,0.0046,True
unsorted-unsorted,C-021 / unsorted,C-020 / unsorted,C-021,C-020,9950,9727,0.0069,1.93,260.0,4,0.0,0.0,0.0069,False
unsorted-unsorted,C-021 / unsorted,C-004 / unsorted,C-021,C-004,9950,6573,0.0068,1.92,585.0,9,0.0,0.0,0.0058,False
unsorted-unsorted,C-022 / unsorted,C-028 / unsorted,C-022,C-028,3737,2850,0.0067,4.99,390.0,6,0.0,0.0,0.0018,True
unsorted-unsorted,C-027 / unsorted,C-000 / unsorted,C-027,C-000,5137,3170,0.0066,3.6,975.0,15,0.0,0.0,0.0057,False
unsorted-unsorted,C-013 / unsorted,C-023 / unsorted,C-013,C-023,1210,6584,0.0066,2.81,455.0,7,0.0,0.0,0.0008,True
unsorted-unsorted,C-004 / unsorted,C-014 / unsorted,C-004,C-014,6573,5857,0.0063,2.69,780.0,12,0.0,0.0,0.0077,False
unsorted-unsorted,C-022 / unsorted,C-015 / unsorted,C-022,C-015,3737,3372,0.0062,4.66,1495.0,23,0.0,0.0,0.0024,True
unsorted-unsorted,C-022 / unsorted,C-008 / unsorted,C-022,C-008,3737,4713,0.0062,3.65,1235.0,19,0.0,0.0,0.0037,True
unsorted-unsorted,C-025 / unsorted,C-004 / unsorted,C-025,C-004,7555,6573,0.0061,2.25,715.0,11,0.0,0.0,0.0063,False
unsorted-unsorted,C-020 / unsorted,C-023 / unsorted,C-020,C-023,9727,6584,0.0061,1.75,1300.0,20,0.0,0.0,0.0063,False
unsorted-unsorted,C-005 / unsorted,C-000 / unsorted,C-005,C-000,8327,3170,0.006,2.01,1300.0,20,0.0,0.0,0.0046,True
unsorted-unsorted,C-004 / unsorted,C-008 / unsorted,C-004,C-008,6573,4713,0.0059,2.53,1040.0,16,0.0,0.0,0.0047,True
unsorted-unsorted,C-019 / unsorted,C-023 / unsorted,C-019,C-023,1518,6584,0.0059,2.52,910.0,14,0.0,0.0,0.0025,True
unsorted-unsorted,C-022 / unsorted,C-023 / unsorted,C-022,C-023,3737,6584,0.0059,2.5,1170.0,18,0.0,0.0,0.0055,False
unsorted-unsorted,C-012 / unsorted,C-023 / unsorted,C-012,C-023,1217,6584,0.0058,2.44,845.0,13,0.0,0.0,0.0023,True
unsorted-unsorted,C-017 / unsorted,C-031 / unsorted,C-017,C-031,4860,1408,0.0057,3.27,130.0,2,0.0,0.0,0.0027,True
unsorted-unsorted,C-031 / unsorted,C-023 / unsorted,C-031,C-023,1408,6584,0.0057,2.41,130.0,2,0.0,0.0,0.0015,True
unsorted-unsorted,C-024 / unsorted,C-023 / unsorted,C-024,C-023,708,6584,0.0056,2.4,650.0,10,0.0,0.0,0.0004,True
unsorted-unsorted,C-005 / unsorted,C-004 / unsorted,C-005,C-004,8327,6573,0.0056,1.89,390.0,6,0.0,0.0,0.0076,False
unsorted-unsorted,C-011 / unsorted,C-023 / unsorted,C-011,C-023,8741,6584,0.0055,1.75,1235.0,19,0.0,0.0,0.0062,False
unsorted-unsorted,C-004 / unsorted,C-015 / unsorted,C-004,C-015,6573,3372,0.0053,2.27,1300.0,20,0.0,0.0,0.0031,True
unsorted-unsorted,C-004 / unsorted,C-023 / unsorted,C-004,C-023,6573,6584,0.0052,2.2,975.0,15,0.0,0.0,0.0061,False
unsorted-unsorted,C-022 / unsorted,C-007 / unsorted,C-022,C-007,3737,194,0.0052,3.85,585.0,9,0.0,0.0,0.0003,True
unsorted-unsorted,C-004 / unsorted,C-000 / unsorted,C-004,C-000,6573,3170,0.005,2.15,910.0,14,0.0,0.0,0.004,True
unsorted-unsorted,C-006 / unsorted,C-004 / unsorted,C-006,C-004,1269,6573,0.0047,2.01,650.0,10,0.0,0.0,0.0029,True
unsorted-unsorted,C-006 / unsorted,C-000 / unsorted,C-006,C-000,1269,3170,0.0047,4.17,1560.0,24,0.0,0.0,0.0061,False
unsorted-unsorted,C-006 / unsorted,C-016 / unsorted,C-006,C-016,1269,213,0.0047,10.34,1885.0,29,0.0,0.0,0.0007,True
unsorted-unsorted,C-005 / unsorted,C-016 / unsorted,C-005,C-016,8327,213,0.0047,1.58,1625.0,25,0.0,0.0,0.0002,True
unsorted-unsorted,C-020 / unsorted,C-016 / unsorted,C-020,C-016,9727,213,0.0047,1.35,1560.0,24,0.0,0.0,0.0002,True
unsorted-unsorted,C-009 / unsorted,C-016 / unsorted,C-009,C-016,1447,213,0.0047,9.07,1365.0,21,0.0,0.0,0.0,True
unsorted-unsorted,C-031 / unsorted,C-016 / unsorted,C-031,C-016,1408,213,0.0047,9.31,390.0,6,0.0,0.0,0.0,True
unsorted-unsorted,C-000 / unsorted,C-016 / unsorted,C-000,C-016,3170,213,0.0047,4.05,325.0,5,0.0,0.0,0.0003,True
unsorted-unsorted,C-001 / unsorted,C-016 / unsorted,C-001,C-016,585,213,0.0047,22.43,65.0,1,0.0,0.0,0.0,True
unsorted-unsorted,C-022 / unsorted,C-004 / unsorted,C-022,C-004,3737,6573,0.0045,1.93,195.0,3,0.0,0.0,0.0047,True
unsorted-unsorted,C-023 / unsorted,C-015 / unsorted,C-023,C-015,6584,3372,0.0044,1.89,325.0,5,0.0,0.0,0.0043,True
unsorted-unsorted,C-011 / unsorted,C-004 / unsorted,C-011,C-004,8741,6573,0.0044,1.41,260.0,4,0.0,0.0,0.0074,False
unsorted-unsorted,C-027 / unsorted,C-031 / unsorted,C-027,C-031,5137,1408,0.0043,2.32,910.0,14,0.0,0.0,0.002,True
unsorted-unsorted,C-031 / unsorted,C-008 / unsorted,C-031,C-008,1408,4713,0.0043,2.53,195.0,3,0.0,0.0,0.0018,True
unsorted-unsorted,C-024 / unsorted,C-000 / unsorted,C-024,C-000,708,3170,0.0042,3.74,585.0,9,0.0,0.0,0.001,True
unsorted-unsorted,C-013 / unsorted,C-000 / unsorted,C-013,C-000,1210,3170,0.0041,3.64,390.0,6,0.0,0.0,0.0023,True
unsorted-unsorted,C-022 / unsorted,C-014 / unsorted,C-022,C-014,3737,5857,0.004,1.92,975.0,15,0.0,0.0,0.0032,True
unsorted-unsorted,C-010 / unsorted,C-023 / unsorted,C-010,C-023,1015,6584,0.0039,1.67,1495.0,23,0.0,0.0,0.0018,True
unsorted-unsorted,C-006 / unsorted,C-031 / unsorted,C-006,C-031,1269,1408,0.0039,7.82,1495.0,23,0.0,0.0,0.0045,True
unsorted-unsorted,C-004 / unsorted,C-018 / unsorted,C-004,C-018,6573,3593,0.0039,1.66,455.0,7,0.0,0.0,0.0032,True
unsorted-unsorted,C-025 / unsorted,C-000 / unsorted,C-025,C-000,7555,3170,0.0038,1.4,1625.0,25,0.0,0.0,0.0016,True
unsorted-unsorted,C-011 / unsorted,C-000 / unsorted,C-011,C-000,8741,3170,0.0038,1.21,1170.0,18,0.0,0.0,0.0035,True
unsorted-unsorted,C-018 / unsorted,C-023 / unsorted,C-018,C-023,3593,6584,0.0036,1.54,520.0,8,0.0,0.0,0.002,True
unsorted-unsorted,C-026 / unsorted,C-031 / unsorted,C-026,C-031,1405,1408,0.0036,7.06,1300.0,20,0.0,0.0,0.0043,True
unsorted-unsorted,C-025 / unsorted,C-031 / unsorted,C-025,C-031,7555,1408,0.0036,1.31,1560.0,24,0.0,0.0,0.0013,True
unsorted-unsorted,C-021 / unsorted,C-031 / unsorted,C-021,C-031,9950,1408,0.0036,1.0,1430.0,22,0.0,0.0,0.0014,True
unsorted-unsorted,C-011 / unsorted,C-031 / unsorted,C-011,C-031,8741,1408,0.0036,1.14,1105.0,17,0.0,0.0,0.0018,True
unsorted-unsorted,C-000 / unsorted,C-001 / unsorted,C-000,C-001,3170,585,0.0034,3.01,260.0,4,0.0,0.0,0.0011,True
unsorted-unsorted,C-022 / unsorted,C-018 / unsorted,C-022,C-018,3737,3593,0.0033,2.5,650.0,10,0.0,0.0,0.0033,True
unsorted-unsorted,C-022 / unsorted,C-012 / unsorted,C-022,C-012,3737,1217,0.0033,2.46,325.0,5,0.0,0.0,0.0014,True
unsorted-unsorted,C-022 / unsorted,C-027 / unsorted,C-022,C-027,3737,5137,0.0032,1.75,130.0,2,0.0,0.0,0.0027,True
unsorted-unsorted,C-028 / unsorted,C-000 / unsorted,C-028,C-000,2850,3170,0.0032,2.78,715.0,11,0.0,0.0,0.0023,True
unsorted-unsorted,C-028 / unsorted,C-023 / unsorted,C-028,C-023,2850,6584,0.0032,1.34,780.0,12,0.0,0.0,0.0024,True
unsorted-unsorted,C-021 / unsorted,C-000 / unsorted,C-021,C-000,9950,3170,0.0032,0.89,1495.0,23,0.0,0.0,0.0022,True
unsorted-unsorted,C-022 / unsorted,C-031 / unsorted,C-022,C-031,3737,1408,0.0028,2.12,1040.0,16,0.0,0.0,0.0037,True
unsorted-unsorted,C-018 / unsorted,C-000 / unsorted,C-018,C-000,3593,3170,0.0028,2.21,455.0,7,0.0,0.0,0.0025,True
unsorted-unsorted,C-009 / unsorted,C-000 / unsorted,C-009,C-000,1447,3170,0.0028,2.44,1040.0,16,0.0,0.0,0.0002,True
unsorted-unsorted,C-014 / unsorted,C-023 / unsorted,C-014,C-023,5857,6584,0.0026,1.09,195.0,3,0.0,0.0,0.0023,True
unsorted-unsorted,C-000 / unsorted,C-015 / unsorted,C-000,C-015,3170,3372,0.0025,2.09,390.0,6,0.0,0.0,0.0008,True
unsorted-unsorted,C-000 / unsorted,C-030 / unsorted,C-000,C-030,3170,1247,0.0024,2.12,195.0,3,0.0,0.0,0.0016,True
unsorted-unsorted,C-022 / unsorted,C-000 / unsorted,C-022,C-000,3737,3170,0.0022,1.65,1105.0,17,0.0,0.0,0.0028,True
unsorted-unsorted,C-003 / unsorted,C-000 / unsorted,C-003,C-000,1391,3170,0.0022,1.9,650.0,10,0.0,0.0,0.0004,True
unsorted-unsorted,C-019 / unsorted,C-031 / unsorted,C-019,C-031,1518,1408,0.0021,3.92,780.0,12,0.0,0.0,0.0017,True
unsorted-unsorted,C-028 / unsorted,C-031 / unsorted,C-028,C-031,2850,1408,0.0021,2.09,650.0,10,0.0,0.0,0.0021,True
unsorted-unsorted,C-019 / unsorted,C-000 / unsorted,C-019,C-000,1518,3170,0.002,1.74,845.0,13,0.0,0.0,0.0017,True
unsorted-unsorted,C-027 / unsorted,C-023 / unsorted,C-027,C-023,5137,6584,0.0019,0.83,1040.0,16,0.0,0.0,0.0015,True
unsorted-unsorted,C-006 / unsorted,C-023 / unsorted,C-006,C-023,1269,6584,0.0016,0.67,1625.0,25,0.0,0.0,0.0009,True
unsorted-unsorted,C-029 / unsorted,C-000 / unsorted,C-029,C-000,1280,3170,0.0016,1.38,325.0,5,0.0,0.0,0.0007,True
unsorted-unsorted,C-009 / unsorted,C-031 / unsorted,C-009,C-031,1447,1408,0.0014,2.74,975.0,15,0.0,0.0,0.0018,True
unsorted-unsorted,C-031 / unsorted,C-015 / unsorted,C-031,C-015,1408,3372,0.0014,1.18,455.0,7,0.0,0.0,0.0004,True
unsorted-unsorted,C-010 / unsorted,C-000 / unsorted,C-010,C-000,1015,3170,0.001,0.87,1430.0,22,0.0,0.0,0.0007,True
unsorted-unsorted,C-012 / unsorted,C-031 / unsorted,C-012,C-031,1217,1408,0.0008,1.63,715.0,11,0.0,0.0,0.0,True
unsorted-unsorted,C-006 / unsorted,C-022 / unsorted,C-006,C-022,1269,3737,0.0008,0.59,455.0,7,0.0,0.0,0.0016,True
unsorted-unsorted,C-029 / unsorted,C-031 / unsorted,C-029,C-031,1280,1408,0.0008,1.55,260.0,4,0.0,0.0,0.0019,True
unsorted-unsorted,C-018 / unsorted,C-031 / unsorted,C-018,C-031,3593,1408,0.0007,0.55,390.0,6,0.0,0.0,0.0006,True
unsorted-unsorted,C-010 / unsorted,C-031 / unsorted,C-010,C-031,1015,1408,0.0,0.0,1365.0,21,0.0,0.0,0.0017,True
unsorted-unsorted,C-010 / unsorted,C-016 / unsorted,C-010,C-016,1015,213,0.0,0.0,1755.0,27,0.0,0.0,0.0,True
unsorted-unsorted,C-026 / unsorted,C-016 / unsorted,C-026,C-016,1405,213,0.0,0.0,1690.0,26,0.0,0.0,0.0,True
unsorted-unsorted,C-011 / unsorted,C-016 / unsorted,C-011,C-016,8741,213,0.0,0.0,1495.0,23,0.0,0.0,0.0003,True
unsorted-unsorted,C-022 / unsorted,C-016 / unsorted,C-022,C-016,3737,213,0.0,0.0,1430.0,22,0.0,0.0,0.0005,True
unsorted-unsorted,C-004 / unsorted,C-007 / unsorted,C-004,C-007,6573,194,0.0,0.0,390.0,6,0.0,0.0,0.0004,True
unsorted-unsorted,C-019 / unsorted,C-016 / unsorted,C-019,C-016,1518,213,0.0,0.0,1170.0,18,0.0,0.0,0.0,True
unsorted-unsorted,C-012 / unsorted,C-000 / unsorted,C-012,C-000,1217,3170,0.0,0.0,780.0,12,0.0,0.0,0.0005,True
unsorted-unsorted,C-012 / unsorted,C-016 / unsorted,C-012,C-016,1217,213,0.0,0.0,1105.0,17,0.0,0.0,0.0,True
unsorted-unsorted,C-003 / unsorted,C-031 / unsorted,C-003,C-031,1391,1408,0.0,0.0,585.0,9,0.0,0.0,0.0004,True
unsorted-unsorted,C-003 / unsorted,C-016 / unsorted,C-003,C-016,1391,213,0.0,0.0,975.0,15,0.0,0.0,0.0,True
unsorted-unsorted,C-024 / unsorted,C-031 / unsorted,C-024,C-031,708,1408,0.0,0.0,520.0,8,0.0,0.0,0.0014,True
unsorted-unsorted,C-024 / unsorted,C-016 / unsorted,C-024,C-016,708,213,0.0,0.0,910.0,14,0.0,0.0,0.0,True
unsorted-unsorted,C-007 / unsorted,C-023 / unsorted,C-007,C-023,194,6584,0.0,0.0,585.0,9,0.0,0.0,0.0001,True
unsorted-unsorted,C-007 / unsorted,C-016 / unsorted,C-007,C-016,194,213,0.0,0.0,845.0,13,0.0,0.0,0.0,True
unsorted-unsorted,C-018 / unsorted,C-016 / unsorted,C-018,C-016,3593,213,0.0,0.0,780.0,12,0.0,0.0,0.0003,True
unsorted-unsorted,C-013 / unsorted,C-031 / unsorted,C-013,C-031,1210,1408,0.0,0.0,325.0,5,0.0,0.0,0.0008,True
unsorted-unsorted,C-013 / unsorted,C-016 / unsorted,C-013,C-016,1210,213,0.0,0.0,715.0,11,0.0,0.0,0.0,True
unsorted-unsorted,C-029 / unsorted,C-016 / unsorted,C-029,C-016,1280,213,0.0,0.0,650.0,10,0.0,0.0,0.0007,True
unsorted-unsorted,C-031 / unsorted,C-030 / unsorted,C-031,C-030,1408,1247,0.0,0.0,260.0,4,0.0,0.0,0.0004,True
unsorted-unsorted,C-031 / unsorted,C-001 / unsorted,C-031,C-001,1408,585,0.0,0.0,325.0,5,0.0,0.0,0.0005,True
unsorted-unsorted,C-023 / unsorted,C-016 / unsorted,C-023,C-016,6584,213,0.0,0.0,260.0,4,0.0,0.0,0.0001,True
unsorted-unsorted,C-008 / unsorted,C-016 / unsorted,C-008,C-016,4713,213,0.0,0.0,195.0,3,0.0,0.0,0.0004,True
unsorted-unsorted,C-030 / unsorted,C-016 / unsorted,C-030,C-016,1247,213,0.0,0.0,130.0,2,0.0,0.0,0.0,True
